t, i, q
+352.400E-03,-34.171E-03,-46.231E-03
+354.900E-03,-35.176E-03,-48.241E-03
+357.400E-03,-37.186E-03,-50.251E-03
+359.900E-03,-34.673E-03,-50.251E-03
+362.400E-03,-34.171E-03,-50.251E-03
+364.900E-03,-32.161E-03,-54.774E-03
+367.400E-03,-32.161E-03,-54.271E-03
+369.900E-03,-31.658E-03,-58.794E-03
+372.400E-03,-28.141E-03,-58.291E-03
+374.900E-03,-32.161E-03,-59.296E-03
+377.400E-03,-28.141E-03,-61.307E-03
+379.900E-03,-27.638E-03,-62.312E-03
+382.400E-03,-30.151E-03,-64.322E-03
+384.900E-03,-25.628E-03,-68.342E-03
+387.400E-03,-26.131E-03,-67.337E-03
+389.900E-03,-25.628E-03,-64.824E-03
+392.400E-03,-24.121E-03,-72.362E-03
+394.900E-03,-23.618E-03,-69.347E-03
+397.400E-03,-23.116E-03,-69.347E-03
+399.900E-03,-20.101E-03,-70.854E-03
+402.400E-03,-20.101E-03,-72.362E-03
+404.900E-03,-14.573E-03,-74.874E-03
+407.400E-03,-16.080E-03,-77.387E-03
+409.900E-03,-16.583E-03,-78.392E-03
+412.400E-03,-12.060E-03,-78.392E-03
+414.900E-03,-13.568E-03,-76.884E-03
+417.400E-03,-16.080E-03,-77.387E-03
+419.900E-03,-12.060E-03,-81.910E-03
+422.400E-03,-10.050E-03,-80.402E-03
+424.900E-03,-9.548E-03,-82.412E-03
+427.400E-03,-6.030E-03,-84.422E-03
+429.900E-03,-6.533E-03,-83.417E-03
+432.400E-03,-8.040E-03,-82.412E-03
+434.900E-03,-4.020E-03,-84.422E-03
+437.400E-03,-4.020E-03,-85.427E-03
+439.900E-03,+2.010E-03,-84.422E-03
+442.400E-03,+0.0E+00,-84.422E-03
+444.900E-03,+1.508E-03,-87.940E-03
+447.400E-03,+4.020E-03,-85.427E-03
+449.900E-03,+4.020E-03,-87.437E-03
+452.400E-03,+4.020E-03,-88.442E-03
+454.900E-03,+9.548E-03,-88.442E-03
+457.400E-03,+8.040E-03,-89.447E-03
+459.900E-03,+9.548E-03,-87.940E-03
+462.400E-03,+12.060E-03,-86.432E-03
+464.900E-03,+13.568E-03,-89.950E-03
+467.400E-03,+17.085E-03,-89.447E-03
+469.900E-03,+18.593E-03,-90.452E-03
+472.400E-03,+20.101E-03,-88.442E-03
+474.900E-03,+22.111E-03,-88.442E-03
+477.400E-03,+23.116E-03,-89.447E-03
+479.900E-03,+21.608E-03,-90.452E-03
+482.400E-03,+24.121E-03,-90.452E-03
+484.900E-03,+24.121E-03,-89.950E-03
+487.400E-03,+25.126E-03,-90.452E-03
+489.900E-03,+30.151E-03,-86.432E-03
+492.400E-03,+30.151E-03,-92.462E-03
+494.900E-03,+30.151E-03,-89.950E-03
+497.400E-03,+34.171E-03,-88.442E-03
+499.900E-03,+33.668E-03,-86.935E-03
+502.400E-03,+38.191E-03,-86.432E-03
+504.900E-03,+36.683E-03,-86.432E-03
+507.400E-03,+37.186E-03,-87.437E-03
+509.900E-03,+42.211E-03,-88.442E-03
+512.400E-03,+42.211E-03,-82.412E-03
+514.900E-03,+41.709E-03,-84.925E-03
+517.400E-03,+45.226E-03,-82.412E-03
+519.900E-03,+46.231E-03,-82.915E-03
+522.400E-03,+46.231E-03,-84.422E-03
+524.900E-03,+48.744E-03,-82.412E-03
+527.400E-03,+48.241E-03,-83.417E-03
+529.900E-03,+50.251E-03,-84.422E-03
+532.400E-03,+52.261E-03,-82.412E-03
+534.900E-03,+52.261E-03,-80.402E-03
+537.400E-03,+57.286E-03,-77.387E-03
+539.900E-03,+56.784E-03,-78.894E-03
+542.400E-03,+54.271E-03,-78.392E-03
+544.900E-03,+60.804E-03,-73.367E-03
+547.400E-03,+59.296E-03,-74.372E-03
+549.900E-03,+61.307E-03,-74.874E-03
+552.400E-03,+62.312E-03,-74.372E-03
+554.900E-03,+62.814E-03,-70.352E-03
+557.400E-03,+61.307E-03,-72.362E-03
+559.900E-03,+66.332E-03,-68.342E-03
+562.400E-03,+68.342E-03,-68.342E-03
+564.900E-03,+69.347E-03,-64.824E-03
+567.400E-03,+69.347E-03,-66.332E-03
+569.900E-03,+69.849E-03,-65.829E-03
+572.400E-03,+70.352E-03,-64.322E-03
+574.900E-03,+70.854E-03,-62.312E-03
+577.400E-03,+73.367E-03,-62.312E-03
+579.900E-03,+73.869E-03,-57.789E-03
+582.400E-03,+74.372E-03,-60.302E-03
+584.900E-03,+72.864E-03,-56.784E-03
+587.400E-03,+77.387E-03,-55.276E-03
+589.900E-03,+75.879E-03,-54.774E-03
+592.400E-03,+78.392E-03,-54.271E-03
+594.900E-03,+78.392E-03,-50.251E-03
+597.400E-03,+79.397E-03,-50.251E-03
+599.900E-03,+80.402E-03,-46.231E-03
+602.400E-03,+80.402E-03,-44.221E-03
+604.900E-03,+80.402E-03,-47.236E-03
+607.400E-03,+81.407E-03,-41.206E-03
+609.900E-03,+81.910E-03,-40.704E-03
+612.400E-03,+82.412E-03,-42.211E-03
+614.900E-03,+82.412E-03,-37.688E-03
+617.400E-03,+82.412E-03,-37.186E-03
+619.900E-03,+82.412E-03,-36.683E-03
+622.400E-03,+82.412E-03,-32.161E-03
+624.900E-03,+82.412E-03,-33.668E-03
+627.400E-03,+83.417E-03,-33.166E-03
+629.900E-03,+85.427E-03,-28.141E-03
+632.400E-03,+82.412E-03,-28.141E-03
+634.900E-03,+82.412E-03,-24.623E-03
+637.400E-03,+84.422E-03,-25.126E-03
+639.900E-03,+84.925E-03,-24.623E-03
+642.400E-03,+84.422E-03,-22.111E-03
+644.900E-03,+81.407E-03,-20.101E-03
+647.400E-03,+85.427E-03,-19.095E-03
+649.900E-03,+84.422E-03,-14.070E-03
+652.400E-03,+84.422E-03,-16.080E-03
+654.900E-03,+82.915E-03,-16.080E-03
+657.400E-03,+84.422E-03,-11.055E-03
+659.900E-03,+84.422E-03,-11.558E-03
+662.400E-03,+84.422E-03,-8.040E-03
+664.900E-03,+85.930E-03,-6.030E-03
+667.400E-03,+85.427E-03,-9.045E-03
+669.900E-03,+81.910E-03,-2.010E-03
+672.400E-03,+82.412E-03,-4.020E-03
+674.900E-03,+82.915E-03,-3.015E-03
+677.400E-03,+81.407E-03,+3.015E-03
+679.900E-03,+80.905E-03,+2.010E-03
+682.400E-03,+82.412E-03,+2.010E-03
+684.900E-03,+77.889E-03,+5.528E-03
+687.400E-03,+77.387E-03,+5.025E-03
+689.900E-03,+78.392E-03,+6.030E-03
+692.400E-03,+80.402E-03,+8.040E-03
+694.900E-03,+78.392E-03,+10.050E-03
+697.400E-03,+73.367E-03,+14.070E-03
+699.900E-03,+75.377E-03,+13.568E-03
+702.400E-03,+76.382E-03,+14.070E-03
+704.900E-03,+74.372E-03,+16.080E-03
+707.400E-03,+72.362E-03,+18.090E-03
+709.900E-03,+75.879E-03,+19.598E-03
+712.400E-03,+70.352E-03,+20.101E-03
+714.900E-03,+71.859E-03,+22.111E-03
+717.400E-03,+70.352E-03,+22.111E-03
+719.900E-03,+70.352E-03,+22.613E-03
+722.400E-03,+70.352E-03,+22.111E-03
+724.900E-03,+64.824E-03,+24.121E-03
+727.400E-03,+65.327E-03,+27.136E-03
+729.900E-03,+65.829E-03,+28.141E-03
+732.400E-03,+60.302E-03,+28.141E-03
+734.900E-03,+60.804E-03,+31.156E-03
+737.400E-03,+63.317E-03,+30.151E-03
+739.900E-03,+58.291E-03,+32.161E-03
+742.400E-03,+58.291E-03,+32.161E-03
+744.900E-03,+57.789E-03,+33.668E-03
+747.400E-03,+52.261E-03,+35.176E-03
+749.900E-03,+54.271E-03,+34.673E-03
+752.400E-03,+56.281E-03,+36.181E-03
+754.900E-03,+49.749E-03,+37.688E-03
+757.400E-03,+51.256E-03,+36.181E-03
+759.900E-03,+47.236E-03,+38.693E-03
+762.400E-03,+46.231E-03,+36.181E-03
+764.900E-03,+44.724E-03,+36.683E-03
+767.400E-03,+42.211E-03,+41.206E-03
+769.900E-03,+42.714E-03,+41.206E-03
+772.400E-03,+44.221E-03,+40.201E-03
+774.900E-03,+36.683E-03,+40.704E-03
+777.400E-03,+38.191E-03,+41.206E-03
+779.900E-03,+39.196E-03,+43.216E-03
+782.400E-03,+34.171E-03,+42.211E-03
+784.900E-03,+37.186E-03,+42.211E-03
+787.400E-03,+36.181E-03,+43.216E-03
+789.900E-03,+31.658E-03,+42.714E-03
+792.400E-03,+28.141E-03,+44.221E-03
+794.900E-03,+26.633E-03,+44.221E-03
+797.400E-03,+27.136E-03,+43.216E-03
+799.900E-03,+26.633E-03,+44.221E-03
+802.400E-03,+22.111E-03,+44.221E-03
+804.900E-03,+20.603E-03,+43.719E-03
+807.400E-03,+22.111E-03,+42.211E-03
+809.900E-03,+18.593E-03,+44.221E-03
+812.400E-03,+20.101E-03,+44.221E-03
+814.900E-03,+18.090E-03,+43.719E-03
+817.400E-03,+13.065E-03,+42.211E-03
+819.900E-03,+14.070E-03,+44.221E-03
+822.400E-03,+16.080E-03,+42.211E-03
+824.900E-03,+8.543E-03,+40.704E-03
+827.400E-03,+12.060E-03,+41.206E-03
+829.900E-03,+6.030E-03,+38.191E-03
+832.400E-03,+8.040E-03,+40.201E-03
+834.900E-03,+6.030E-03,+42.211E-03
+837.400E-03,+3.015E-03,+40.201E-03
+839.900E-03,+3.518E-03,+39.196E-03
+842.400E-03,+4.020E-03,+36.181E-03
+844.900E-03,-503E-06,+38.191E-03
+847.400E-03,-0.0E+00,+37.186E-03
+849.900E-03,-1.005E-03,+36.683E-03
+852.400E-03,-6.030E-03,+38.191E-03
+854.900E-03,-5.528E-03,+34.171E-03
+857.400E-03,-8.040E-03,+34.171E-03
+859.900E-03,-8.040E-03,+34.171E-03
+862.400E-03,-6.030E-03,+32.161E-03
+864.900E-03,-10.553E-03,+30.151E-03
+867.400E-03,-11.055E-03,+32.161E-03
+869.900E-03,-12.060E-03,+31.658E-03
+872.400E-03,-14.070E-03,+28.141E-03
+874.900E-03,-12.563E-03,+28.141E-03
+877.400E-03,-13.065E-03,+29.146E-03
+879.900E-03,-16.080E-03,+25.628E-03
+882.400E-03,-18.090E-03,+26.131E-03
+884.900E-03,-18.090E-03,+26.633E-03
+887.400E-03,-20.101E-03,+23.116E-03
+889.900E-03,-18.090E-03,+20.603E-03
+892.400E-03,-24.121E-03,+18.090E-03
+894.900E-03,-24.623E-03,+19.598E-03
+897.400E-03,-24.121E-03,+19.095E-03
+899.900E-03,-24.623E-03,+16.080E-03
+902.400E-03,-24.121E-03,+14.070E-03
+904.900E-03,-25.628E-03,+14.070E-03
+907.400E-03,-27.136E-03,+10.050E-03
+909.900E-03,-27.638E-03,+12.060E-03
+912.400E-03,-28.141E-03,+12.060E-03
+914.900E-03,-30.151E-03,+8.040E-03
+917.400E-03,-30.151E-03,+8.040E-03
+919.900E-03,-30.151E-03,+7.035E-03
+922.400E-03,-32.161E-03,+4.020E-03
+924.900E-03,-31.658E-03,+4.020E-03
+927.400E-03,-34.171E-03,-1.005E-03
+929.900E-03,-34.171E-03,-503E-06
+932.400E-03,-30.151E-03,+0.0E+00
+934.900E-03,-33.668E-03,-2.513E-03
+937.400E-03,-34.171E-03,-4.020E-03
+939.900E-03,-33.166E-03,-3.015E-03
+942.400E-03,-36.181E-03,-6.030E-03
+944.900E-03,-35.176E-03,-6.030E-03
+947.400E-03,-34.171E-03,-7.035E-03
+949.900E-03,-36.181E-03,-12.060E-03
+952.400E-03,-36.181E-03,-12.060E-03
+954.900E-03,-36.181E-03,-10.553E-03
+957.400E-03,-36.181E-03,-15.075E-03
+959.900E-03,-38.191E-03,-16.080E-03
+962.400E-03,-30.151E-03,+14.070E-03
+964.900E-03,-29.648E-03,+11.558E-03
+967.400E-03,-29.146E-03,+12.060E-03
+969.900E-03,-31.658E-03,+6.533E-03
+972.400E-03,-32.161E-03,+8.040E-03
+974.900E-03,-32.161E-03,+8.040E-03
+977.400E-03,-34.171E-03,+5.025E-03
+979.900E-03,-34.171E-03,+4.523E-03
+982.400E-03,-34.171E-03,+4.020E-03
+984.900E-03,-35.678E-03,+0.0E+00
+987.400E-03,-35.176E-03,+1.005E-03
+989.900E-03,-36.683E-03,+0.0E+00
+992.400E-03,-40.201E-03,-6.030E-03
+994.900E-03,-37.186E-03,-4.523E-03
+997.400E-03,-39.196E-03,-7.035E-03
+999.900E-03,-36.683E-03,-9.548E-03
+1.002400E+00,-38.191E-03,-10.050E-03
+1.004900E+00,-38.191E-03,-14.070E-03
+1.007400E+00,-39.196E-03,-14.070E-03
+1.009900E+00,-40.704E-03,-14.573E-03
+1.012400E+00,-40.201E-03,-22.111E-03
+1.014900E+00,-39.698E-03,-19.598E-03
+1.017400E+00,-40.201E-03,-19.095E-03
+1.019900E+00,-39.698E-03,-21.608E-03
+1.022400E+00,-38.191E-03,-24.121E-03
+1.024900E+00,-40.201E-03,-22.613E-03
+1.027400E+00,-41.206E-03,-28.141E-03
+1.029900E+00,-39.698E-03,-29.648E-03
+1.032400E+00,-38.191E-03,-34.171E-03
+1.034900E+00,-40.201E-03,-32.663E-03
+1.037400E+00,-41.206E-03,-33.166E-03
+1.039900E+00,-39.698E-03,-37.186E-03
+1.042400E+00,-40.201E-03,-36.181E-03
+1.044900E+00,-38.191E-03,-37.688E-03
+1.047400E+00,-39.196E-03,-42.211E-03
+1.049900E+00,-38.191E-03,-43.719E-03
+1.052400E+00,-38.191E-03,-40.201E-03
+1.054900E+00,-36.683E-03,-47.739E-03
+1.057400E+00,-37.186E-03,-46.231E-03
+1.059900E+00,-37.688E-03,-45.226E-03
+1.062400E+00,-36.181E-03,-50.251E-03
+1.064900E+00,-36.181E-03,-50.754E-03
+1.067400E+00,-32.161E-03,-54.271E-03
+1.069900E+00,-33.166E-03,-53.769E-03
+1.072400E+00,-36.181E-03,-56.281E-03
+1.074900E+00,-31.658E-03,-59.296E-03
+1.077400E+00,-31.156E-03,-58.291E-03
+1.079900E+00,-31.156E-03,-60.302E-03
+1.082400E+00,-28.141E-03,-62.312E-03
+1.084900E+00,-29.648E-03,-62.814E-03
+1.087400E+00,-29.146E-03,-62.312E-03
+1.089900E+00,-26.131E-03,-66.332E-03
+1.092400E+00,-28.141E-03,-62.312E-03
+1.094900E+00,-25.628E-03,-68.342E-03
+1.097400E+00,-24.121E-03,-71.357E-03
+1.099900E+00,-22.111E-03,-70.352E-03
+1.102400E+00,-20.101E-03,-72.362E-03
+1.104900E+00,-19.598E-03,-72.864E-03
+1.107400E+00,-19.095E-03,-75.377E-03
+1.109900E+00,-16.583E-03,-76.884E-03
+1.112400E+00,-18.090E-03,-76.382E-03
+1.114900E+00,-17.085E-03,-77.387E-03
+1.117400E+00,-13.065E-03,-79.397E-03
+1.119900E+00,-12.563E-03,-78.392E-03
+1.122400E+00,-14.070E-03,-76.382E-03
+1.124900E+00,-10.050E-03,-82.412E-03
+1.127400E+00,-9.045E-03,-83.417E-03
+1.129900E+00,-8.040E-03,-81.910E-03
+1.132400E+00,-8.040E-03,-82.412E-03
+1.134900E+00,-6.030E-03,-82.915E-03
+1.137400E+00,-2.010E-03,-84.422E-03
+1.139900E+00,-5.528E-03,-84.422E-03
+1.142400E+00,-2.010E-03,-82.412E-03
+1.144900E+00,+2.513E-03,-86.935E-03
+1.147400E+00,+2.010E-03,-86.432E-03
+1.149900E+00,-1.508E-03,-86.432E-03
+1.152400E+00,+4.020E-03,-88.442E-03
+1.154900E+00,+4.020E-03,-88.442E-03
+1.157400E+00,+3.015E-03,-87.437E-03
+1.159900E+00,+9.045E-03,-90.452E-03
+1.162400E+00,+8.040E-03,-88.442E-03
+1.164900E+00,+10.050E-03,-88.945E-03
+1.167400E+00,+12.060E-03,-88.442E-03
+1.169900E+00,+12.060E-03,-88.442E-03
+1.172400E+00,+16.080E-03,-90.452E-03
+1.174900E+00,+18.090E-03,-88.442E-03
+1.177400E+00,+18.090E-03,-89.447E-03
+1.179900E+00,+20.603E-03,-88.442E-03
+1.182400E+00,+22.111E-03,-90.452E-03
+1.184900E+00,+21.608E-03,-90.452E-03
+1.187400E+00,+25.126E-03,-90.452E-03
+1.189900E+00,+26.131E-03,-90.955E-03
+1.192400E+00,+26.131E-03,-90.452E-03
+1.194900E+00,+32.161E-03,-88.442E-03
+1.197400E+00,+29.146E-03,-88.442E-03
+1.199900E+00,+33.668E-03,-88.442E-03
+1.202400E+00,+34.171E-03,-90.452E-03
+1.204900E+00,+33.668E-03,-89.447E-03
+1.207400E+00,+39.196E-03,-87.437E-03
+1.209900E+00,+40.201E-03,-88.442E-03
+1.212400E+00,+36.181E-03,-88.442E-03
+1.214900E+00,+42.211E-03,-84.422E-03
+1.217400E+00,+42.211E-03,-84.422E-03
+1.219900E+00,+38.693E-03,-84.925E-03
+1.222400E+00,+46.231E-03,-84.422E-03
+1.224900E+00,+46.231E-03,-84.422E-03
+1.227400E+00,+48.241E-03,-82.412E-03
+1.229900E+00,+50.251E-03,-81.910E-03
+1.232400E+00,+52.261E-03,-80.402E-03
+1.234900E+00,+55.779E-03,-80.402E-03
+1.237400E+00,+53.266E-03,-79.397E-03
+1.239900E+00,+52.261E-03,-78.894E-03
+1.242400E+00,+58.291E-03,-76.382E-03
+1.244900E+00,+56.784E-03,-79.899E-03
+1.247400E+00,+56.281E-03,-78.392E-03
+1.249900E+00,+60.302E-03,-77.387E-03
+1.252400E+00,+58.291E-03,-72.362E-03
+1.254900E+00,+60.302E-03,-74.874E-03
+1.257400E+00,+64.322E-03,-72.362E-03
+1.259900E+00,+62.312E-03,-70.352E-03
+1.262400E+00,+64.322E-03,-70.352E-03
+1.264900E+00,+66.332E-03,-67.839E-03
+1.267400E+00,+66.332E-03,-69.347E-03
+1.269900E+00,+69.849E-03,-63.819E-03
+1.272400E+00,+68.342E-03,-68.342E-03
+1.274900E+00,+69.849E-03,-64.824E-03
+1.277400E+00,+71.357E-03,-61.307E-03
+1.279900E+00,+72.362E-03,-62.312E-03
+1.282400E+00,+72.362E-03,-62.312E-03
+1.284900E+00,+74.372E-03,-58.794E-03
+1.287400E+00,+75.377E-03,-59.296E-03
+1.289900E+00,+74.372E-03,-57.789E-03
+1.292400E+00,+76.382E-03,-54.271E-03
+1.294900E+00,+76.382E-03,-52.764E-03
+1.297400E+00,+77.387E-03,-50.251E-03
+1.299900E+00,+78.392E-03,-50.251E-03
+1.302400E+00,+80.402E-03,-52.261E-03
+1.304900E+00,+78.894E-03,-46.231E-03
+1.307400E+00,+79.397E-03,-47.236E-03
+1.309900E+00,+79.899E-03,-47.739E-03
+1.312400E+00,+82.412E-03,-42.211E-03
+1.314900E+00,+80.402E-03,-40.704E-03
+1.317400E+00,+81.407E-03,-41.206E-03
+1.319900E+00,+80.402E-03,-36.181E-03
+1.322400E+00,+82.412E-03,-40.201E-03
+1.324900E+00,+83.417E-03,-34.171E-03
+1.327400E+00,+82.412E-03,-34.171E-03
+1.329900E+00,+83.920E-03,-32.663E-03
+1.332400E+00,+84.422E-03,-30.151E-03
+1.334900E+00,+85.930E-03,-30.151E-03
+1.337400E+00,+83.417E-03,-29.146E-03
+1.339900E+00,+82.915E-03,-25.628E-03
+1.342400E+00,+86.432E-03,-24.121E-03
+1.344900E+00,+86.432E-03,-24.121E-03
+1.347400E+00,+84.422E-03,-22.111E-03
+1.349900E+00,+86.432E-03,-20.101E-03
+1.352400E+00,+86.432E-03,-18.090E-03
+1.354900E+00,+86.432E-03,-17.085E-03
+1.357400E+00,+84.422E-03,-16.080E-03
+1.359900E+00,+82.915E-03,-10.050E-03
+1.362400E+00,+84.422E-03,-12.060E-03
+1.364900E+00,+84.925E-03,-11.558E-03
+1.367400E+00,+84.422E-03,-6.030E-03
+1.369900E+00,+85.427E-03,-6.533E-03
+1.372400E+00,+82.412E-03,-6.030E-03
+1.374900E+00,+83.920E-03,-1.508E-03
+1.377400E+00,+82.412E-03,-2.010E-03
+1.379900E+00,+84.422E-03,-2.010E-03
+1.382400E+00,+80.402E-03,+0.0E+00
+1.384900E+00,+80.905E-03,+4.020E-03
+1.387400E+00,+80.402E-03,+4.020E-03
+1.389900E+00,+79.899E-03,+6.030E-03
+1.392400E+00,+80.402E-03,+4.020E-03
+1.394900E+00,+77.889E-03,+10.050E-03
+1.397400E+00,+78.392E-03,+11.055E-03
+1.399900E+00,+78.392E-03,+10.553E-03
+1.402400E+00,+76.382E-03,+16.080E-03
+1.404900E+00,+75.377E-03,+12.563E-03
+1.407400E+00,+75.377E-03,+14.070E-03
+1.409900E+00,+74.372E-03,+17.588E-03
+1.412400E+00,+72.362E-03,+16.080E-03
+1.414900E+00,+72.362E-03,+19.095E-03
+1.417400E+00,+70.352E-03,+21.106E-03
+1.419900E+00,+71.859E-03,+23.618E-03
+1.422400E+00,+68.342E-03,+24.121E-03
+1.424900E+00,+66.834E-03,+26.131E-03
+1.427400E+00,+68.342E-03,+23.116E-03
+1.429900E+00,+64.824E-03,+26.131E-03
+1.432400E+00,+66.332E-03,+28.141E-03
+1.434900E+00,+65.829E-03,+29.648E-03
+1.437400E+00,+61.307E-03,+31.156E-03
+1.439900E+00,+60.302E-03,+31.658E-03
+1.442400E+00,+60.302E-03,+28.141E-03
+1.444900E+00,+57.789E-03,+32.161E-03
+1.447400E+00,+57.286E-03,+34.171E-03
+1.449900E+00,+57.789E-03,+32.663E-03
+1.452400E+00,+56.281E-03,+36.181E-03
+1.454900E+00,+55.779E-03,+36.181E-03
+1.457400E+00,+51.256E-03,+37.186E-03
+1.459900E+00,+51.759E-03,+39.698E-03
+1.462400E+00,+48.241E-03,+36.181E-03
+1.464900E+00,+48.744E-03,+40.201E-03
+1.467400E+00,+48.241E-03,+40.201E-03
+1.469900E+00,+46.231E-03,+38.693E-03
+1.472400E+00,+42.211E-03,+42.211E-03
+1.474900E+00,+42.714E-03,+41.709E-03
+1.477400E+00,+43.216E-03,+40.201E-03
+1.479900E+00,+40.201E-03,+40.201E-03
+1.482400E+00,+40.201E-03,+42.211E-03
+1.484900E+00,+40.201E-03,+41.206E-03
+1.487400E+00,+37.186E-03,+42.211E-03
+1.489900E+00,+34.171E-03,+40.704E-03
+1.492400E+00,+30.151E-03,+44.221E-03
+1.494900E+00,+31.658E-03,+40.704E-03
+1.497400E+00,+30.151E-03,+46.231E-03
+1.499900E+00,+27.638E-03,+42.714E-03
+1.502400E+00,+26.131E-03,+42.211E-03
+1.504900E+00,+26.633E-03,+42.211E-03
+1.507400E+00,+23.116E-03,+43.216E-03
+1.509900E+00,+21.608E-03,+42.211E-03
+1.512400E+00,+24.121E-03,+42.211E-03
+1.514900E+00,+18.090E-03,+43.216E-03
+1.517400E+00,+20.101E-03,+42.211E-03
+1.519900E+00,+14.573E-03,+42.211E-03
+1.522400E+00,+14.070E-03,+42.211E-03
+1.524900E+00,+15.578E-03,+42.211E-03
+1.527400E+00,+9.045E-03,+41.206E-03
+1.529900E+00,+12.060E-03,+40.704E-03
+1.532400E+00,+10.050E-03,+40.201E-03
+1.534900E+00,+6.030E-03,+41.709E-03
+1.537400E+00,+6.030E-03,+41.206E-03
+1.539900E+00,+6.030E-03,+40.201E-03
+1.542400E+00,+2.010E-03,+38.191E-03
+1.544900E+00,+3.518E-03,+38.191E-03
+1.547400E+00,+2.010E-03,+38.191E-03
+1.549900E+00,+1.005E-03,+38.191E-03
+1.552400E+00,+0.0E+00,+36.181E-03
+1.554900E+00,-5.528E-03,+34.171E-03
+1.557400E+00,-5.025E-03,+34.171E-03
+1.559900E+00,-5.528E-03,+38.191E-03
+1.562400E+00,-8.040E-03,+32.161E-03
+1.564900E+00,-6.030E-03,+33.668E-03
+1.567400E+00,-9.045E-03,+33.166E-03
+1.569900E+00,-12.060E-03,+30.653E-03
+1.572400E+00,-12.060E-03,+30.151E-03
+1.574900E+00,-12.060E-03,+32.663E-03
+1.577400E+00,-13.065E-03,+26.131E-03
+1.579900E+00,-15.578E-03,+29.648E-03
+1.582400E+00,-18.090E-03,+26.131E-03
+1.584900E+00,-18.593E-03,+23.618E-03
+1.587400E+00,-18.090E-03,+25.126E-03
+1.589900E+00,-20.101E-03,+22.111E-03
+1.592400E+00,-20.101E-03,+22.111E-03
+1.594900E+00,-20.603E-03,+21.608E-03
+1.597400E+00,-23.116E-03,+19.095E-03
+1.599900E+00,-22.613E-03,+19.598E-03
+1.602400E+00,-22.111E-03,+18.090E-03
+1.604900E+00,-24.623E-03,+18.090E-03
+1.607400E+00,-26.131E-03,+17.085E-03
+1.609900E+00,-24.623E-03,+18.090E-03
+1.612400E+00,-26.131E-03,+14.070E-03
+1.614900E+00,-28.141E-03,+12.060E-03
+1.617400E+00,-27.136E-03,+7.035E-03
+1.619900E+00,-30.151E-03,+8.040E-03
+1.622400E+00,-32.161E-03,+10.050E-03
+1.624900E+00,-30.151E-03,+4.523E-03
+1.627400E+00,-32.161E-03,+4.020E-03
+1.629900E+00,-32.161E-03,+4.020E-03
+1.632400E+00,-36.181E-03,+2.010E-03
+1.634900E+00,-32.161E-03,+0.0E+00
+1.637400E+00,-33.166E-03,+1.005E-03
+1.639900E+00,-34.171E-03,-2.010E-03
+1.642400E+00,-36.181E-03,-2.010E-03
+1.644900E+00,-32.663E-03,-4.020E-03
+1.647400E+00,-36.181E-03,-6.030E-03
+1.649900E+00,-35.678E-03,-8.543E-03
+1.652400E+00,-36.181E-03,-14.070E-03
+1.654900E+00,-34.673E-03,-10.553E-03
+1.657400E+00,-37.186E-03,-12.060E-03
+1.659900E+00,-36.181E-03,-16.080E-03
+1.662400E+00,-34.171E-03,-18.090E-03
+1.664900E+00,-36.181E-03,-15.578E-03
+1.667400E+00,-30.151E-03,+13.065E-03
+1.669900E+00,-30.151E-03,+11.055E-03
+1.672400E+00,-28.141E-03,+10.050E-03
+1.674900E+00,-35.176E-03,+10.050E-03
+1.677400E+00,-31.156E-03,+8.040E-03
+1.679900E+00,-32.663E-03,+8.040E-03
+1.682400E+00,-36.181E-03,+2.010E-03
+1.684900E+00,-34.171E-03,+2.513E-03
+1.687400E+00,-33.166E-03,+3.015E-03
+1.689900E+00,-36.181E-03,-3.015E-03
+1.692400E+00,-36.181E-03,+0.0E+00
+1.694900E+00,-38.191E-03,-4.020E-03
+1.697400E+00,-38.191E-03,-5.025E-03
+1.699900E+00,-36.181E-03,-2.513E-03
+1.702400E+00,-40.201E-03,-6.030E-03
+1.704900E+00,-38.693E-03,-9.548E-03
+1.707400E+00,-38.191E-03,-10.050E-03
+1.709900E+00,-40.201E-03,-15.578E-03
+1.712400E+00,-40.201E-03,-14.070E-03
+1.714900E+00,-41.709E-03,-13.065E-03
+1.717400E+00,-40.201E-03,-19.095E-03
+1.719900E+00,-40.201E-03,-16.583E-03
+1.722400E+00,-40.201E-03,-20.101E-03
+1.724900E+00,-38.693E-03,-24.121E-03
+1.727400E+00,-41.206E-03,-23.116E-03
+1.729900E+00,-39.698E-03,-29.146E-03
+1.732400E+00,-40.201E-03,-28.141E-03
+1.734900E+00,-38.693E-03,-29.648E-03
+1.737400E+00,-39.196E-03,-33.166E-03
+1.739900E+00,-40.201E-03,-32.663E-03
+1.742400E+00,-40.201E-03,-32.161E-03
+1.744900E+00,-39.196E-03,-36.181E-03
+1.747400E+00,-37.186E-03,-36.181E-03
+1.749900E+00,-38.191E-03,-38.191E-03
+1.752400E+00,-36.181E-03,-40.201E-03
+1.754900E+00,-37.688E-03,-40.201E-03
+1.757400E+00,-37.186E-03,-46.231E-03
+1.759900E+00,-37.688E-03,-45.226E-03
+1.762400E+00,-36.181E-03,-46.231E-03
+1.764900E+00,-36.181E-03,-48.744E-03
+1.767400E+00,-34.171E-03,-49.246E-03
+1.769900E+00,-34.673E-03,-50.251E-03
+1.772400E+00,-32.161E-03,-58.291E-03
+1.774900E+00,-34.171E-03,-55.779E-03
